state_name,state_abb,year,pe_coal,pe_naturalgas,pe_petroleum,pe_nuclear,pe_totalrenew,re_biomass,re_geothermal,re_hydropower,re_solar,re_wind
Alabama,AL,1967,580163,262055,277348,0,144384,49050,0,95334,0,0
Arkansas,AR,1967,104,295756,200031,0,46124,33309,0,12815,0,0
Arizona,AZ,1967,7184,169085,167963,0,56423,4180,0,52243,0,0
California,CA,1967,53949,2048734,2251677,6503,473192,101885,3300,368007,0,0
Colorado,CO,1967,107862,210209,231730,0,16908,7223,0,9685,0,0
Connecticut,CT,1967,109548,50826,445943,6056,18072,13964,0,4108,0,0
District of Columbia,DC,1967,22600,21923,102383,0,112,88,0,24,0,0
Delaware,DE,1967,40712,21948,125888,0,5783,5783,0,0,0,0
Florida,FL,1967,96160,234326,847255,0,44550,41567,0,2984,0,0
Georgia,GA,1967,165942,265271,454111,0,109475,70831,0,38645,0,0
Hawaii,HI,1967,0,0,162476,0,1389,258,0,1131,0,0
Iowa,IA,1967,120832,278580,331001,0,14243,5834,0,8409,0,0
Idaho,ID,1967,13401,35929,104391,0,82252,10300,0,71952,0,0
Illinois,IL,1967,1030722,979649,1283202,9325,37444,35570,0,1874,0,0
Indiana,IN,1967,930848,434632,657294,0,27363,22475,0,4888,0,0
Kansas,KS,1967,12231,446454,282028,0,3349,3252,0,97,0,0
Kentucky,KY,1967,434203,197083,292795,0,61073,22511,0,38563,0,0
Louisiana,LA,1967,0,1440390,750617,0,37685,37685,0,0,0,0
Massachusetts,MA,1967,101438,129884,1042398,14707,58183,49846,0,8337,0,0
Maryland,MD,1967,350715,121287,412949,0,49500,29439,0,20060,0,0
Maine,ME,1967,5618,775,193495,0,58337,31635,0,26702,0,0
Michigan,MI,1967,870628,699131,845652,5801,56539,35984,0,20555,0,0
Minnesota,MN,1967,161175,285350,433071,1624,32385,23386,0,9000,0,0
Missouri,MO,1967,188991,367195,494891,0,31558,24867,0,6691,0,0
Mississippi,MS,1967,962,288650,207865,0,34261,34261,0,0,0,0
Montana,MT,1967,5484,64908,111571,0,98163,7353,0,90810,0,0
North Carolina,NC,1967,405418,100822,547089,0,118616,66084,0,52532,0,0
North Dakota,ND,1967,44028,32049,116513,0,29255,351,0,28905,0,0
Nebraska,NE,1967,18303,187907,158852,0,13879,1743,0,12135,0,0
New Hampshire,NH,1967,10247,4522,112063,0,24089,11546,0,12543,0,0
New Jersey,NJ,1967,198642,261542,1252470,0,23695,25799,0,-2103,0,0
New Mexico,NM,1967,44143,280382,125949,0,5678,5312,0,367,0,0
Nevada,NV,1967,9379,36822,75859,0,18985,912,0,18073,0,0
New York,NY,1967,726567,602670,2354677,13321,301664,57118,0,244545,0,0
Ohio,OH,1967,1405472,994595,949735,0,39669,39563,0,106,0,0
Oklahoma,OK,1967,567,460163,313611,0,14604,7032,0,7572,0,0
Oregon,OR,1967,4802,73999,262509,0,243110,56789,0,186321,0,0
Pennsylvania,PA,1967,1701151,701546,1308614,6968,68253,48284,0,19969,0,0
Rhode Island,RI,1967,6545,19251,147508,0,4150,4095,0,55,0,0
South Carolina,SC,1967,134348,104561,245391,94,66176,38488,0,27688,0,0
South Dakota,SD,1967,5553,27846,92614,770,52576,1150,0,51427,0,0
Tennessee,TN,1967,351990,241965,332976,0,147297,46860,0,100437,0,0
Texas,TX,1967,23523,3638596,2175645,0,49944,43901,0,6043,0,0
Utah,UT,1967,72396,97068,151592,0,13266,2060,0,11206,0,0
Virginia,VA,1967,369977,119364,555985,0,61774,53364,0,8410,0,0
Vermont,VT,1967,2059,1374,63731,0,15167,6669,0,8498,0,0
Washington,WA,1967,8265,135245,447725,23287,678045,63608,0,614437,0,0
Wisconsin,WI,1967,360809,253737,459141,0,61003,39383,0,21620,0,0
West Virginia,WV,1967,543103,157423,140768,0,22471,11521,0,10950,0,0
Wyoming,WY,1967,39826,69619,95114,0,9641,1412,0,8229,0,0
United States,US,1967,11917043,17964988,25272517,88456,3690213,1340249,3300,2346664,0,0
Alaska,AK,1968,15998,17636,80412,0,8486,4705,0,3781,0,0
Alabama,AL,1968,618335,296690,306563,0,129673,52920,0,76753,0,0
Arkansas,AR,1968,132,321569,219831,0,64986,33739,0,31247,0,0
Arizona,AZ,1968,8137,189965,188622,0,63456,4147,0,59309,0,0
California,CA,1968,57011,2187260,2403681,17003,397366,110274,4532,282561,0,0
Colorado,CO,1968,112995,253481,251339,0,17248,7434,0,9814,0,0
Connecticut,CT,1968,82430,54053,485914,33941,18657,14931,0,3727,0,0
District of Columbia,DC,1968,23692,22957,108713,0,120,105,0,15,0,0
Delaware,DE,1968,44082,25069,134583,0,6594,6591,0,3,0,0
Florida,FL,1968,103172,286653,916508,0,49556,47044,0,2511,0,0
Georgia,GA,1968,194909,295289,488707,0,106371,73637,0,32734,0,0
Hawaii,HI,1968,0,0,181142,0,1657,678,0,979,0,0
Iowa,IA,1968,120036,303746,341249,0,16244,6353,0,9891,0,0
Idaho,ID,1968,11552,40387,110706,0,80804,10659,0,70145,0,0
Illinois,IL,1968,1006199,1027219,1380821,10380,40029,38299,0,1731,0,0
Indiana,IN,1968,961526,454467,701445,0,28677,23233,0,5444,0,0
Kansas,KS,1968,12740,490591,300262,0,3459,3353,0,106,0,0
Kentucky,KY,1968,444142,201137,319352,0,53358,22928,0,30430,0,0
Louisiana,LA,1968,0,1539750,820845,0,40791,40791,0,0,0,0
Massachusetts,MA,1968,87696,133913,1084064,13757,62101,53961,0,8140,0,0
Maryland,MD,1968,362795,129702,439115,0,47752,31024,0,16728,0,0
Maine,ME,1968,4592,819,204211,0,59840,32693,0,27147,0,0
Michigan,MI,1968,933607,711046,899703,4808,56320,36433,0,19887,0,0
Minnesota,MN,1968,150563,315017,471719,167,33828,23361,0,10467,0,0
Missouri,MO,1968,212261,372856,544102,0,39086,25219,0,13867,0,0
Mississippi,MS,1968,7317,319377,234518,0,35452,35452,0,0,0,0
Montana,MT,1968,6719,62835,124354,0,100651,7845,0,92806,0,0
North Carolina,NC,1968,446588,117794,565296,0,117146,68041,0,49104,0,0
North Dakota,ND,1968,48467,33317,122200,0,26339,351,0,25989,0,0
Nebraska,NE,1968,17192,202938,177862,0,14714,1673,0,13040,0,0
New Hampshire,NH,1968,22297,4208,116297,0,25155,12628,0,12527,0,0
New Jersey,NJ,1968,188734,278430,1311960,0,24678,28234,0,-3555,0,0
New Mexico,NM,1968,42971,286329,143512,0,5706,5259,0,447,0,0
Nevada,NV,1968,14582,39177,84601,0,19142,947,0,18195,0,0
New York,NY,1968,700146,653282,2416843,12131,320307,60128,0,260179,0,0
Ohio,OH,1968,1478634,1018464,1023914,0,43465,43378,0,87,0,0
Oklahoma,OK,1968,465,507884,337999,0,23406,7537,0,15869,0,0
Oregon,OR,1968,3898,83504,281035,0,271743,59131,0,212612,0,0
Pennsylvania,PA,1968,1725890,741600,1377524,5286,62881,50587,0,12294,0,0
Rhode Island,RI,1968,3297,21574,149482,0,4266,4217,0,49,0,0
South Carolina,SC,1968,123989,132104,267320,0,69381,41283,0,28098,0,0
South Dakota,SD,1968,5218,28959,97836,-30,59858,1166,0,58692,0,0
Tennessee,TN,1968,439263,243425,360748,0,132020,51733,0,80288,0,0
Texas,TX,1968,24996,3836859,2346123,0,62939,49149,0,13790,0,0
Utah,UT,1968,73920,101626,161346,0,12791,2216,0,10575,0,0
Virginia,VA,1968,383807,125708,585128,0,63863,55705,0,8157,0,0
Vermont,VT,1968,1884,1674,67645,0,15086,6872,0,8214,0,0
Washington,WA,1968,6977,148065,498738,44091,736245,67282,0,668963,0,0
Wisconsin,WI,1968,356191,278560,475146,0,65830,40963,0,24866,0,0
West Virginia,WV,1968,601879,189957,148069,0,21573,11625,0,9948,0,0
Wyoming,WY,1968,43608,75649,105759,0,11560,1584,0,9976,0,0
United States,US,1968,12337535,19204569,26964864,141534,3772655,1419494,4532,2348629,0,0
Alaska,AK,1969,13191,42940,92045,0,8455,4893,0,3562,0,0
Alabama,AL,1969,641466,310822,337296,0,131856,53345,0,78511,0,0
Arkansas,AR,1969,0,349990,237000,0,64813,34698,0,30115,0,0
Arizona,AZ,1969,8381,210332,201360,0,67840,4389,0,63451,0,0
California,CA,1969,60031,2189883,2458067,27127,544918,116253,6422,422243,0,0
Colorado,CO,1969,104487,268895,263952,0,18181,7811,0,10370,0,0
Connecticut,CT,1969,59211,58405,526530,40166,19701,15262,0,4439,0,0
District of Columbia,DC,1969,32544,25229,120167,0,108,105,0,3,0,0
Delaware,DE,1969,41720,26949,145108,0,7073,7073,0,0,0,0
Florida,FL,1969,104100,326855,974967,0,51489,48627,0,2862,0,0
Georgia,GA,1969,202716,324940,520566,0,105812,73255,0,32557,0,0
Hawaii,HI,1969,0,0,189090,0,1773,729,0,1043,0,0
Iowa,IA,1969,127011,325026,348512,0,15250,6204,0,9046,0,0
Idaho,ID,1969,9853,42389,105973,0,76228,10620,0,65608,0,0
Illinois,IL,1969,1012703,1121210,1430597,9111,41716,39935,0,1781,0,0
Indiana,IN,1969,996123,531512,711119,0,29971,23801,0,6170,0,0
Kansas,KS,1969,9771,540660,305110,0,3280,3214,0,67,0,0
Kentucky,KY,1969,470838,240050,341218,0,51326,23353,0,27974,0,0
Louisiana,LA,1969,0,1784110,885800,0,40698,40698,0,0,0,0
Massachusetts,MA,1969,60429,138632,1134960,12614,64611,55409,0,9202,0,0
Maryland,MD,1969,355397,147720,465103,0,45515,31321,0,14193,0,0
Maine,ME,1969,4272,1139,216022,0,61658,32785,0,28873,0,0
Michigan,MI,1969,908860,788222,941717,4426,56624,36866,0,19758,0,0
Minnesota,MN,1969,191156,328944,498747,0,34190,23698,0,10492,0,0
Missouri,MO,1969,244510,406671,561646,0,39601,24613,0,14988,0,0
Mississippi,MS,1969,14757,333993,253123,0,34609,34609,0,0,0,0
Montana,MT,1969,9648,78205,129121,0,106143,7431,0,98712,0,0
North Carolina,NC,1969,472767,140204,588078,0,119495,67728,0,51767,0,0
North Dakota,ND,1969,49996,32944,119620,0,31071,368,0,30703,0,0
Nebraska,NE,1969,27082,209613,182782,0,14532,1603,0,12929,0,0
New Hampshire,NH,1969,26956,5826,129831,0,27816,12779,0,15036,0,0
New Jersey,NJ,1969,141206,316113,1372768,1182,25354,29310,0,-3957,0,0
New Mexico,NM,1969,50226,276591,147150,0,5682,5014,0,668,0,0
Nevada,NV,1969,16679,46700,87394,0,18771,999,0,17772,0,0
New York,NY,1969,656531,698046,2530375,14042,339647,61503,0,278145,0,0
Ohio,OH,1969,1556077,1063953,1052349,0,44467,44378,0,88,0,0
Oklahoma,OK,1969,144,558754,346039,0,26940,7239,0,19701,0,0
Oregon,OR,1969,3950,92598,293361,0,350230,58782,0,291449,0,0
Pennsylvania,PA,1969,1628975,791217,1448627,4579,61805,52235,0,9570,0,0
Rhode Island,RI,1969,242,23503,161192,0,4428,4389,0,39,0,0
South Carolina,SC,1969,131995,145896,278432,0,73251,40978,0,32273,0,0
South Dakota,SD,1969,5503,33995,97755,0,67419,1079,0,66340,0,0
Tennessee,TN,1969,436716,257524,383337,0,131914,53800,0,78115,0,0
Texas,TX,1969,25141,4024717,2540573,0,64351,51073,0,13279,0,0
Utah,UT,1969,78445,110888,170147,0,13957,2284,0,11673,0,0
Virginia,VA,1969,328714,132739,660544,0,64159,56790,0,7369,0,0
Vermont,VT,1969,2074,2391,69754,0,16109,6662,0,9447,0,0
Washington,WA,1969,7065,153481,516487,40475,772827,67221,0,705605,0,0
Wisconsin,WI,1969,373891,324186,490560,0,62804,40262,0,22542,0,0
West Virginia,WV,1969,624054,176295,150546,0,21430,11484,0,9946,0,0
Wyoming,WY,1969,55566,96068,109008,0,12992,1532,0,11460,0,0
United States,US,1969,12383168,20657964,28321627,153722,4094893,1440488,6422,2647982,0,0
Alaska,AK,1970,13159,64045,95999,0,8835,5029,0,3806,0,0
Alabama,AL,1970,675603,307750,352050,0,132471,52378,0,80092,0,0
Arkansas,AR,1970,0,383478,246630,0,56933,34264,0,22668,0,0
Arizona,AZ,1970,8623,204383,213298,0,68919,4339,0,64580,0,0
California,CA,1970,61812,2241295,2502535,34375,521978,116839,5511,399628,0,0
Colorado,CO,1970,115688,274987,273380,0,21329,8364,0,12965,0,0
Connecticut,CT,1970,48577,61543,558983,39567,19293,15837,0,3456,0,0
District of Columbia,DC,1970,28427,26402,129410,0,113,105,0,8,0,0
Delaware,DE,1970,37238,26949,153982,0,7021,7021,0,0,0,0
Florida,FL,1970,116720,350626,1065634,0,51035,47974,0,3061,0,0
Georgia,GA,1970,193155,342834,553586,0,98222,71792,0,26430,0,0
Hawaii,HI,1970,0,0,195388,0,1559,429,0,1131,0,0
Iowa,IA,1970,130867,351800,346563,0,16080,6264,0,9816,0,0
Idaho,ID,1970,7935,49411,105159,0,85735,11476,0,74260,0,0
Illinois,IL,1970,920303,1203225,1487160,27600,41064,39317,0,1747,0,0
Indiana,IN,1970,1006824,548640,731101,0,28494,23295,0,5199,0,0
Kansas,KS,1970,10701,574542,302912,0,3730,3659,0,71,0,0
Kentucky,KY,1970,527054,252265,357631,0,57023,23719,0,33303,0,0
Louisiana,LA,1970,0,1894224,900341,0,41620,41620,0,0,0,0
Massachusetts,MA,1970,21393,149074,1240487,13272,65043,57139,0,7904,0,0
Maryland,MD,1970,311292,159584,528914,0,51782,31772,0,20009,0,0
Maine,ME,1970,2166,1315,230972,0,59420,29478,0,29942,0,0
Michigan,MI,1970,828881,821261,955898,4113,54309,36432,0,17878,0,0
Minnesota,MN,1970,179727,343007,512466,0,32822,23443,0,9379,0,0
Missouri,MO,1970,279245,432532,571688,0,33344,23611,0,9733,0,0
Mississippi,MS,1970,13225,369391,272674,0,33527,33527,0,0,0,0
Montana,MT,1970,12023,90601,126169,0,98397,6627,0,91769,0,0
North Carolina,NC,1970,491383,154856,618277,0,111796,65900,0,45896,0,0
North Dakota,ND,1970,57471,33731,115352,0,29922,386,0,29536,0,0
Nebraska,NE,1970,29716,224114,192242,0,15950,1567,0,14383,0,0
New Hampshire,NH,1970,27149,6796,139870,0,25321,12315,0,13006,0,0
New Jersey,NJ,1970,123291,331247,1439875,37917,25906,30134,0,-4228,0,0
New Mexico,NM,1970,99380,292522,155743,0,5548,4858,0,690,0,0
Nevada,NV,1970,17290,56868,90440,0,18322,1051,0,17271,0,0
New York,NY,1970,598940,725813,2647016,46908,325491,62607,0,262884,0,0
Ohio,OH,1970,1571427,1077151,1071430,0,44149,44071,0,78,0,0
Oklahoma,OK,1970,154,616279,365166,0,21730,6979,0,14751,0,0
Oregon,OR,1970,3047,99572,294478,0,371350,57448,0,313901,0,0
Pennsylvania,PA,1970,1698980,797877,1528940,5102,67525,53189,0,14336,0,0
Rhode Island,RI,1970,228,25620,167131,0,5268,5234,0,35,0,0
South Carolina,SC,1970,140118,164305,300420,76,65064,41000,0,24064,0,0
South Dakota,SD,1970,5674,36464,103787,0,70185,1147,0,69037,0,0
Tennessee,TN,1970,403742,261784,389234,0,138417,53761,0,84656,0,0
Texas,TX,1970,30767,4203877,2610292,0,62757,52207,0,10550,0,0
Utah,UT,1970,78777,114377,165826,0,10079,2303,0,7776,0,0
Virginia,VA,1970,275311,140072,745710,0,62711,55458,0,7254,0,0
Vermont,VT,1970,2129,2679,73893,0,14717,6472,0,8244,0,0
Washington,WA,1970,5860,158242,506713,28693,796121,66521,0,729600,0,0
Wisconsin,WI,1970,381558,344241,510121,1725,58313,38333,0,19980,0,0
West Virginia,WV,1970,612375,186535,154461,0,21152,10703,0,10449,0,0
Wyoming,WY,1970,63488,112526,102687,0,12129,1566,0,10562,0,0
United States,US,1970,12268895,21692710,29500112,239347,4070021,1430962,5511,2633548,0,0
Alaska,AK,1971,14121,68045,109703,0,9094,5287,0,3807,0,0
Alabama,AL,1971,626054,294838,364985,0,158182,54068,0,104114,0,0
Arkansas,AR,1971,51,334979,269003,0,53579,34682,0,18897,0,0
Arizona,AZ,1971,8876,225898,221223,0,74136,4526,0,69610,0,0
California,CA,1971,51015,2265324,2655395,38137,533790,119221,5739,408830,0,0
Colorado,CO,1971,105682,281846,287557,0,25526,8914,0,16612,0,0
Connecticut,CT,1971,36411,62417,544345,84173,20206,16109,0,4098,0,0
District of Columbia,DC,1971,15432,27663,121369,0,116,105,0,11,0,0
Delaware,DE,1971,36677,26981,154105,0,7673,7673,0,0,0,0
Florida,FL,1971,117154,350527,1168143,0,49968,47318,0,2651,0,0
Georgia,GA,1971,219607,353199,596435,0,109007,74407,0,34600,0,0
Hawaii,HI,1971,0,0,210390,0,1283,347,0,936,0,0
Iowa,IA,1971,124704,347740,358258,0,16122,6557,0,9565,0,0
Idaho,ID,1971,12157,53152,107407,0,89445,11181,0,78264,0,0
Illinois,IL,1971,843847,1260009,1491335,47396,40628,39199,0,1429,0,0
Indiana,IN,1971,942253,570398,769271,0,27156,22643,0,4513,0,0
Kansas,KS,1971,10817,605775,306270,0,3941,3866,0,75,0,0
Kentucky,KY,1971,550397,248514,360989,0,61912,24859,0,37053,0,0
Louisiana,LA,1971,0,1938558,922075,0,41912,41912,0,0,0,0
Massachusetts,MA,1971,13054,158329,1251293,15554,61247,53852,0,7395,0,0
Maryland,MD,1971,273953,164689,587854,0,49264,30687,0,18576,0,0
Maine,ME,1971,2301,1475,281791,0,55423,29616,0,25807,0,0
Michigan,MI,1971,837639,863320,991998,4200,53960,35346,0,18613,0,0
Minnesota,MN,1971,155594,352144,527837,15106,33768,23503,0,10265,0,0
Missouri,MO,1971,294143,432108,584900,0,30407,23039,0,7368,0,0
Mississippi,MS,1971,13498,387779,288999,0,32841,32841,0,0,0,0
Montana,MT,1971,11475,91096,133161,0,107251,6721,0,100529,0,0
North Carolina,NC,1971,484598,164420,647225,0,128148,66148,0,62001,0,0
North Dakota,ND,1971,67672,34618,119462,0,34285,386,0,33900,0,0
Nebraska,NE,1971,26322,225463,195489,0,15845,1602,0,14243,0,0
New Hampshire,NH,1971,25496,7658,149111,0,24733,13277,0,11455,0,0
New Jersey,NJ,1971,91498,335264,1417667,41455,26621,29857,0,-3236,0,0
New Mexico,NM,1971,120695,291726,157066,0,4965,4679,0,285,0,0
Nevada,NV,1971,36438,71965,96024,0,18651,1069,0,17582,0,0
New York,NY,1971,435654,731597,2745083,70670,326609,60153,0,266456,0,0
Ohio,OH,1971,1490481,1112130,1071726,0,43520,43427,0,93,0,0
Oklahoma,OK,1971,164,631152,369703,0,21321,6833,0,14488,0,0
Oregon,OR,1971,3376,105437,311295,0,419311,59242,0,360068,0,0
Pennsylvania,PA,1971,1619609,828583,1558163,4823,60573,52414,0,8159,0,0
Rhode Island,RI,1971,211,26201,173903,0,4851,4837,0,14,0,0
South Carolina,SC,1971,152014,160638,313088,26162,78568,42053,0,36515,0,0
South Dakota,SD,1971,5817,31959,106581,0,82558,1061,0,81497,0,0
Tennessee,TN,1971,369984,270841,402895,0,153090,54391,0,98699,0,0
Texas,TX,1971,24048,4482576,2672581,0,60471,51251,0,9220,0,0
Utah,UT,1971,78743,113876,179959,0,12615,2303,0,10312,0,0
Virginia,VA,1971,230247,147758,811980,0,66364,54593,0,11771,0,0
Vermont,VT,1971,1942,3066,73664,0,14594,6815,0,7778,0,0
Washington,WA,1971,6396,165279,520422,27667,817275,67168,0,750108,0,0
Wisconsin,WI,1971,337268,354746,513461,37596,61793,38430,0,23363,0,0
West Virginia,WV,1971,618797,183553,160762,0,22281,10269,0,12012,0,0
Wyoming,WY,1971,58819,117938,108054,0,15331,1583,0,13748,0,0
United States,US,1971,11603202,22365248,30541454,412939,4262212,1432323,5739,2824150,0,0
Alaska,AK,1972,12753,75032,117919,0,8673,5079,0,3594,0,0
Alabama,AL,1972,669734,287100,405130,0,164946,58735,0,106211,0,0
Arkansas,AR,1972,50,317640,311260,0,53917,36857,0,17059,0,0
Arizona,AZ,1972,7523,241355,261095,0,75189,4782,0,70406,0,0
California,CA,1972,47452,2303562,2734460,34266,472312,127646,15079,329587,0,0
Colorado,CO,1972,119005,301651,311194,0,22935,10032,0,12903,0,0
Connecticut,CT,1972,4249,65032,605010,83932,22712,17127,0,5584,0,0
District of Columbia,DC,1972,12557,28976,116424,0,118,105,0,13,0,0
Delaware,DE,1972,23493,24569,174116,0,8190,8190,0,0,0,0
Florida,FL,1972,123613,311235,1328377,713,54389,51917,0,2472,0,0
Georgia,GA,1972,261592,341408,653498,0,114745,79604,0,35141,0,0
Hawaii,HI,1972,0,0,216566,0,1491,550,0,941,0,0
Iowa,IA,1972,144863,347617,374107,0,17235,6925,0,10310,0,0
Idaho,ID,1972,10531,60084,114019,0,92776,11368,0,81408,0,0
Illinois,IL,1972,852205,1237471,1642384,141019,41490,39932,0,1557,0,0
Indiana,IN,1972,1050876,580410,823822,0,30826,26828,0,3998,0,0
Kansas,KS,1972,12416,626853,333077,0,5702,5654,0,48,0,0
Kentucky,KY,1972,583808,259546,387962,0,66566,27438,0,39127,0,0
Louisiana,LA,1972,0,1996015,1040684,0,44819,44819,0,0,0,0
Massachusetts,MA,1972,7677,162204,1307345,16179,59302,50384,0,8918,0,0
Maryland,MD,1972,226421,180283,650889,0,56117,32430,0,23688,0,0
Maine,ME,1972,1402,1554,304132,586,59882,32322,0,27560,0,0
Michigan,MI,1972,843677,877742,1074861,22935,56203,37595,0,18608,0,0
Minnesota,MN,1972,161572,352111,583054,38405,35695,24886,0,10810,0,0
Missouri,MO,1972,334355,428192,612120,0,29355,23001,0,6354,0,0
Mississippi,MS,1972,13952,387436,330721,0,32432,32432,0,0,0,0
Montana,MT,1972,13182,87020,146327,0,104348,6324,0,98024,0,0
North Carolina,NC,1972,492784,167831,708734,0,135756,68940,0,66816,0,0
North Dakota,ND,1972,72820,37604,120172,0,32507,386,0,32122,0,0
Nebraska,NE,1972,33509,226358,211472,0,16822,2582,0,14240,0,0
New Hampshire,NH,1972,30649,8015,153180,0,26131,12953,0,13178,0,0
New Jersey,NJ,1972,31985,329642,1551304,47008,29554,31808,0,-2254,0,0
New Mexico,NM,1972,123807,311897,173727,0,4746,4536,0,210,0,0
Nevada,NV,1972,84363,75223,103141,0,17274,1052,0,16222,0,0
New York,NY,1972,355384,707277,2847192,69775,347985,59513,0,288472,0,0
Ohio,OH,1972,1561035,1174203,1151713,0,44940,44848,0,92,0,0
Oklahoma,OK,1972,165,649909,395038,0,26724,11704,0,15020,0,0
Oregon,OR,1972,2240,115326,340285,0,435930,57325,0,378605,0,0
Pennsylvania,PA,1972,1662309,856316,1650519,3112,70114,54198,0,15916,0,0
Rhode Island,RI,1972,157,22966,173492,0,4934,4873,0,62,0,0
South Carolina,SC,1972,174934,148156,332011,52110,77077,42334,0,34744,0,0
South Dakota,SD,1972,5309,34214,111604,0,78339,1198,0,77141,0,0
Tennessee,TN,1972,444326,283375,444471,0,173103,57566,0,115536,0,0
Texas,TX,1972,50140,4531777,2995419,0,67560,58945,0,8615,0,0
Utah,UT,1972,77580,116399,186443,0,15234,2543,0,12691,0,0
Virginia,VA,1972,198893,159705,860821,4836,70488,55879,0,14609,0,0
Vermont,VT,1972,1355,3817,77415,1828,15955,6181,0,9774,0,0
Washington,WA,1972,36581,179823,555922,31500,854559,66974,0,787585,0,0
Wisconsin,WI,1972,333641,326921,532257,35547,65646,40603,0,25043,0,0
West Virginia,WV,1972,716520,204916,170824,0,24771,11834,0,12937,0,0
Wyoming,WY,1972,80086,128728,111447,0,13492,1324,0,12167,0,0
United States,US,1972,12109530,22682497,32919160,583752,4382009,1503065,15079,2863865,0,0
Alaska,AK,1973,13286,63703,112132,0,7844,4871,0,2973,0,0
Alabama,AL,1973,688650,279958,450532,3425,181706,59084,0,122622,0,0
Arkansas,AR,1973,2262,327475,352744,0,81723,37551,0,44172,0,0
Arizona,AZ,1973,9927,226325,325852,0,79348,4574,0,74774,0,0
California,CA,1973,66956,2154045,3048428,28689,553162,130122,20422,402618,0,0
Colorado,CO,1973,140487,311694,327648,0,23623,10310,0,13313,0,0
Connecticut,CT,1973,2625,63548,627116,46911,21870,17225,0,4644,0,0
District of Columbia,DC,1973,14060,28177,122451,0,114,105,0,8,0,0
Delaware,DE,1973,21047,23408,194427,0,8483,8483,0,0,0,0
Florida,FL,1973,152578,324892,1431818,51038,56250,53820,0,2431,0,0
Georgia,GA,1973,271501,358532,719582,0,125605,81637,0,43968,0,0
Hawaii,HI,1973,0,0,222784,0,1528,543,0,985,0,0
Iowa,IA,1973,148656,369016,395831,0,16691,7276,0,9415,0,0
Idaho,ID,1973,10636,59296,117922,0,97216,11209,0,86007,0,0
Illinois,IL,1973,884606,1176722,1707354,218614,43861,42523,0,1339,0,0
Indiana,IN,1973,1097874,541215,862088,0,32102,27118,0,4984,0,0
Kansas,KS,1973,24625,597207,352878,0,6031,5999,0,32,0,0
Kentucky,KY,1973,573386,250136,417414,0,67629,27910,0,39719,0,0
Louisiana,LA,1973,0,2072164,1192015,0,45748,45748,0,0,0,0
Massachusetts,MA,1973,5151,157258,1309889,55829,56501,50682,0,5820,0,0
Maryland,MD,1973,256761,177629,695256,0,55059,32570,0,22490,0,0
Maine,ME,1973,1418,1657,294332,36540,64648,32490,0,32157,0,0
Michigan,MI,1973,791284,929555,1122745,32490,47225,36277,0,10947,0,0
Minnesota,MN,1973,180736,360450,602583,35654,36452,25474,0,10977,0,0
Missouri,MO,1973,383451,424673,632136,0,43807,22950,0,20858,0,0
Mississippi,MS,1973,29485,321528,370581,0,32195,32195,0,0,0,0
Montana,MT,1973,15243,93117,156521,0,84637,6516,0,78121,0,0
North Carolina,NC,1973,531706,165215,727331,0,142789,68892,0,73898,0,0
North Dakota,ND,1973,71095,33206,120862,0,25135,386,0,24749,0,0
Nebraska,NE,1973,36867,230780,214162,6536,16912,2669,0,14243,0,0
New Hampshire,NH,1973,28325,8120,150480,0,30671,13912,0,16759,0,0
New Jersey,NJ,1973,66132,309709,1578425,39087,30289,33746,0,-3457,0,0
New Mexico,NM,1973,134490,274018,191733,0,4896,4221,0,675,0,0
Nevada,NV,1973,90083,77967,110673,0,18356,1016,0,17340,0,0
